# BUSCO version is: 5.7.1 
# The lineage dataset is: aves_odb10 (Creation date: 2024-01-08, number of genomes: 62, number of BUSCOs: 8338)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4095at8782	Complete	scaffold9	5881939	5852928	-	2128.5	986	https://v10-1.orthodb.org/?query=4095at8782	nodal modulator 1
4096at8782	Complete	scaffold351	568589	548337	-	2508.5	1250	https://v10-1.orthodb.org/?query=4096at8782	Rel homology dimerisation domain
4098at8782	Complete	scaffold1429	29673	19420	-	1652.6	938	https://v10-1.orthodb.org/?query=4098at8782	Protein kinase domain
4101at8782	Complete	scaffold26	1681667	1743397	+	2064.6	987	https://v10-1.orthodb.org/?query=4101at8782	transient receptor potential cation channel subfamily M member 5
4104at8782	Complete	scaffold22	79676	35718	-	1754.3	1024	https://v10-1.orthodb.org/?query=4104at8782	Tudor domain
4107at8782	Complete	scaffold442	628608	667464	+	1752.7	985	https://v10-1.orthodb.org/?query=4107at8782	GPCR, family 2, secretin-like
4120at8782	Complete	scaffold10	5820856	5856794	+	2245.5	1084	https://v10-1.orthodb.org/?query=4120at8782	WW domain
4121at8782	Complete	scaffold43	3722433	3832857	+	1919.1	892	https://v10-1.orthodb.org/?query=4121at8782	Phospholipase C-beta, conserved site
4126at8782	Complete	scaffold80	904395	847925	-	1852.0	827	https://v10-1.orthodb.org/?query=4126at8782	Rab-GTPase-TBC domain
4128at8782	Complete	scaffold189	44220	57900	+	1806.9	865	https://v10-1.orthodb.org/?query=4128at8782	Zinc finger, RanBP2-type
4143at8782	Complete	scaffold270	1119242	1106324	-	1720.6	1042	https://v10-1.orthodb.org/?query=4143at8782	Serine-threonine/tyrosine-protein kinase, catalytic domain
4147at8782	Complete	scaffold115	1146651	1092367	-	2101.0	906	https://v10-1.orthodb.org/?query=4147at8782	transcription initiation factor TFIID subunit 2
4153at8782	Complete	scaffold87	1936805	2007571	+	2285.7	967	https://v10-1.orthodb.org/?query=4153at8782	ubiquitin carboxyl-terminal hydrolase 7
4167at8782	Complete	scaffold340	297340	424323	+	1654.8	816	https://v10-1.orthodb.org/?query=4167at8782	SRCR-like domain
4172at8782	Complete	scaffold169	1690333	1679994	-	2181.1	1039	https://v10-1.orthodb.org/?query=4172at8782	Pecanex, C-terminal
4185at8782	Complete	scaffold219	347680	301559	-	1798.9	845	https://v10-1.orthodb.org/?query=4185at8782	ribonuclease 3
4195at8782	Complete	scaffold330	331845	284091	-	2116.6	1005	https://v10-1.orthodb.org/?query=4195at8782	Phospholipase C-beta, conserved site
4200at8782	Complete	scaffold484	7683	34200	+	1934.0	862	https://v10-1.orthodb.org/?query=4200at8782	WASH complex subunit 7
4201at8782	Complete	scaffold24	956969	974527	+	2124.8	984	https://v10-1.orthodb.org/?query=4201at8782	nitric oxide synthase, inducible
4204at8782	Complete	scaffold8	1626487	1597075	-	2118.9	964	https://v10-1.orthodb.org/?query=4204at8782	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform
4213at8782	Missing
4217at8782	Complete	scaffold24	2998442	2982251	-	2002.1	931	https://v10-1.orthodb.org/?query=4217at8782	Integrator complex subunit 2
4219at8782	Complete	scaffold141	142009	103246	-	1628.6	904	https://v10-1.orthodb.org/?query=4219at8782	alpha-protein kinase 1
4225at8782	Complete	scaffold220	397907	313651	-	1822.8	916	https://v10-1.orthodb.org/?query=4225at8782	DNA-directed RNA polymerase, N-terminal
4234at8782	Complete	scaffold161	1759905	1723849	-	2043.3	964	https://v10-1.orthodb.org/?query=4234at8782	Non-specific serine/threonine protein kinase
4236at8782	Complete	scaffold13	7093436	7113841	+	932.8	470	https://v10-1.orthodb.org/?query=4236at8782	Integrin alpha-2
4241at8782	Complete	scaffold190	812961	829682	+	2500.7	1103	https://v10-1.orthodb.org/?query=4241at8782	Zinc finger, CCCH-type
4249at8782	Complete	scaffold10	5874559	5977927	+	2204.2	986	https://v10-1.orthodb.org/?query=4249at8782	Immunoglobulin
4250at8782	Complete	scaffold64	44893	5892	-	1999.7	911	https://v10-1.orthodb.org/?query=4250at8782	Pleckstrin homology domain
4255at8782	Complete	scaffold323	568839	546276	-	1876.8	948	https://v10-1.orthodb.org/?query=4255at8782	nance-Horan syndrome protein
4256at8782	Complete	scaffold30	1676803	1673287	-	2103.2	971	https://v10-1.orthodb.org/?query=4256at8782	Zinc finger, BED-type
4268at8782	Complete	scaffold43	2635989	2602115	-	2186.7	942	https://v10-1.orthodb.org/?query=4268at8782	exportin-1
4274at8782	Complete	scaffold113	2056316	1926845	-	2178.3	1001	https://v10-1.orthodb.org/?query=4274at8782	Myosin head, motor domain
4277at8782	Complete	scaffold1147	10302	19718	+	1447.7	779	https://v10-1.orthodb.org/?query=4277at8782	RNA polymerase II-binding domain
4298at8782	Complete	scaffold24	5241223	5330156	+	1824.2	935	https://v10-1.orthodb.org/?query=4298at8782	DNA/RNA-binding domain, Est1-type
4299at8782	Complete	scaffold283	926123	966280	+	1978.4	1179	https://v10-1.orthodb.org/?query=4299at8782	centrosomal protein of 162 kDa
4305at8782	Complete	scaffold307	50077	62973	+	2187.6	1121	https://v10-1.orthodb.org/?query=4305at8782	SH3 domain
4306at8782	Complete	scaffold269	188807	121859	-	1333.3	656	https://v10-1.orthodb.org/?query=4306at8782	double-stranded RNA-specific adenosine deaminase
4311at8782	Complete	scaffold72	2023910	1968054	-	3102.0	1451	https://v10-1.orthodb.org/?query=4311at8782	CAP Gly-rich domain
4316at8782	Complete	scaffold182	895097	922386	+	2355.1	1195	https://v10-1.orthodb.org/?query=4316at8782	Kinesin motor domain
4317at8782	Complete	scaffold775	11080	37795	+	1845.7	784	https://v10-1.orthodb.org/?query=4317at8782	VWA N-terminal
4329at8782	Complete	scaffold266	130182	121420	-	2172.8	990	https://v10-1.orthodb.org/?query=4329at8782	Cadherin-like
4332at8782	Complete	scaffold85	926797	1066134	+	1441.3	735	https://v10-1.orthodb.org/?query=4332at8782	A-kinase anchor protein 2
4337at8782	Complete	scaffold114	2333724	2279639	-	2128.3	1056	https://v10-1.orthodb.org/?query=4337at8782	Pleckstrin homology domain
4341at8782	Complete	scaffold316	717717	760285	+	1998.3	929	https://v10-1.orthodb.org/?query=4341at8782	JmjN domain
4361at8782	Complete	scaffold19	6030116	6021703	-	1979.0	964	https://v10-1.orthodb.org/?query=4361at8782	Zinc finger protein 608
4387at8782	Complete	scaffold10	8419339	8406820	-	2031.2	931	https://v10-1.orthodb.org/?query=4387at8782	Semaphorin-6D
4390at8782	Complete	scaffold32	698716	680444	-	2126.6	976	https://v10-1.orthodb.org/?query=4390at8782	activity-dependent neuroprotector homeobox protein
4395at8782	Complete	scaffold242	564955	551154	-	1806.7	864	https://v10-1.orthodb.org/?query=4395at8782	transmembrane protease serine 9
4396at8782	Complete	scaffold63	2656198	2664155	+	1944.9	1018	https://v10-1.orthodb.org/?query=4396at8782	Kinesin motor domain
4401at8782	Complete	scaffold404	614330	592985	-	2083.0	931	https://v10-1.orthodb.org/?query=4401at8782	ubiquitin conjugation factor E4 B
4408at8782	Complete	scaffold17	17115019	17052497	-	2035.3	943	https://v10-1.orthodb.org/?query=4408at8782	TRPM, SLOG domain
4431at8782	Complete	scaffold507	418917	376504	-	2063.9	940	https://v10-1.orthodb.org/?query=4431at8782	Rab-GTPase-TBC domain
4432at8782	Complete	scaffold87	4407789	4370143	-	2112.9	1032	https://v10-1.orthodb.org/?query=4432at8782	protein cramped-like
4434at8782	Complete	scaffold3	10921755	11022860	+	1761.4	880	https://v10-1.orthodb.org/?query=4434at8782	ARID DNA-binding domain
4436at8782	Complete	scaffold59	2174921	2238044	+	2128.6	984	https://v10-1.orthodb.org/?query=4436at8782	Ankyrin repeat
4449at8782	Complete	scaffold493	185397	220642	+	2365.7	1175	https://v10-1.orthodb.org/?query=4449at8782	zinc finger protein 609
4453at8782	Complete	scaffold40	4767085	4749495	-	1539.0	837	https://v10-1.orthodb.org/?query=4453at8782	Helicase/UvrB, N-terminal
4456at8782	Complete	scaffold4	1076874	1095385	+	903.3	420	https://v10-1.orthodb.org/?query=4456at8782	cat eye syndrome critical region protein 2
4461at8782	Complete	scaffold50	2706845	2639472	-	2204.8	965	https://v10-1.orthodb.org/?query=4461at8782	Nck-associated protein 1
4462at8782	Complete	scaffold325	117767	96727	-	2074.3	944	https://v10-1.orthodb.org/?query=4462at8782	erythroid differentiation-related factor 1
4467at8782	Complete	scaffold39	8638582	8540674	-	2521.3	1392	https://v10-1.orthodb.org/?query=4467at8782	rho guanine nucleotide exchange factor 28
4471at8782	Complete	scaffold161	1699211	1626750	-	2263.7	1003	https://v10-1.orthodb.org/?query=4471at8782	exportin-4
4476at8782	Complete	scaffold7	2190368	2210921	+	1815.5	938	https://v10-1.orthodb.org/?query=4476at8782	Pyrrolo-quinoline quinone-like domain
4489at8782	Complete	scaffold105	3004532	2979580	-	2042.4	972	https://v10-1.orthodb.org/?query=4489at8782	protein transport protein Sec31B
4503at8782	Complete	scaffold347	426976	434614	+	1436.0	1076	https://v10-1.orthodb.org/?query=4503at8782	leucine-rich repeat-containing protein 66
4509at8782	Complete	scaffold18	182240	213497	+	1931.6	888	https://v10-1.orthodb.org/?query=4509at8782	Folliculin-interacting protein, middle domain
4511at8782	Complete	scaffold44	1242579	1286461	+	1558.4	1000	https://v10-1.orthodb.org/?query=4511at8782	IQ motif, EF-hand binding site
4512at8782	Complete	scaffold152	544903	570650	+	1801.0	1033	https://v10-1.orthodb.org/?query=4512at8782	protein SFI1 homolog
4514at8782	Complete	scaffold654	152641	6623	-	1349.8	683	https://v10-1.orthodb.org/?query=4514at8782	Dis3-like cold-shock domain 2
4523at8782	Complete	scaffold637	197422	215610	+	2179.2	904	https://v10-1.orthodb.org/?query=4523at8782	Tetratricopeptide repeat
4534at8782	Complete	scaffold24	4575723	4514614	-	1980.8	1079	https://v10-1.orthodb.org/?query=4534at8782	EF-hand calcium-binding domain-containing protein 5
4536at8782	Complete	scaffold90	1432029	1451458	+	1972.4	890	https://v10-1.orthodb.org/?query=4536at8782	F-box domain
4538at8782	Complete	scaffold3	8244780	8307853	+	1906.5	902	https://v10-1.orthodb.org/?query=4538at8782	Wings apart-like protein, C-terminal
4548at8782	Complete	scaffold407	1268684	1233105	-	1166.1	504	https://v10-1.orthodb.org/?query=4548at8782	Immunoglobulin
4549at8782	Complete	scaffold413	453974	442090	-	2229.0	949	https://v10-1.orthodb.org/?query=4549at8782	Helicase-associated domain
4550at8782	Complete	scaffold6	4288531	4054757	-	1837.2	839	https://v10-1.orthodb.org/?query=4550at8782	Sortilin, N-terminal
4552at8782	Complete	scaffold13	2990767	2967750	-	1510.3	786	https://v10-1.orthodb.org/?query=4552at8782	leukemia inhibitory factor receptor
4563at8782	Complete	scaffold528	470678	537880	+	1985.7	900	https://v10-1.orthodb.org/?query=4563at8782	Ankyrin repeat
4566at8782	Complete	scaffold150	2224858	2052814	-	1816.9	850	https://v10-1.orthodb.org/?query=4566at8782	Zinc finger, C2H2C-type
4575at8782	Complete	scaffold14	3772626	3767301	-	1919.2	949	https://v10-1.orthodb.org/?query=4575at8782	zinc finger and BTB domain-containing protein 38
4585at8782	Complete	scaffold18	3662326	3624797	-	2168.2	1096	https://v10-1.orthodb.org/?query=4585at8782	Protein kinase domain
4590at8782	Complete	scaffold455	85431	65548	-	1733.4	804	https://v10-1.orthodb.org/?query=4590at8782	ATP-citrate lyase/succinyl-CoA ligase
4593at8782	Complete	scaffold109	720259	594395	-	1685.7	909	https://v10-1.orthodb.org/?query=4593at8782	tubulin polyglutamylase TTLL5
4604at8782	Complete	scaffold157	1366070	1425573	+	2132.6	1055	https://v10-1.orthodb.org/?query=4604at8782	tau-tubulin kinase 2
4617at8782	Complete	scaffold72	865068	890023	+	1869.2	922	https://v10-1.orthodb.org/?query=4617at8782	M-phase phosphoprotein 9
4619at8782	Complete	scaffold103	2552023	2570714	+	1941.5	922	https://v10-1.orthodb.org/?query=4619at8782	Multicopper oxidase, type 2
4636at8782	Complete	scaffold181	1060275	1089873	+	1976.2	952	https://v10-1.orthodb.org/?query=4636at8782	Nucleoporin, Nup133/Nup155-like, C-terminal
4644at8782	Complete	scaffold436	370010	354263	-	1861.6	967	https://v10-1.orthodb.org/?query=4644at8782	Cation-transporting P-type ATPase, N-terminal
4653at8782	Complete	scaffold182	1114972	1214493	+	1894.0	929	https://v10-1.orthodb.org/?query=4653at8782	Nrap protein, domain 3
4654at8782	Complete	scaffold215	346232	320241	-	1183.5	542	https://v10-1.orthodb.org/?query=4654at8782	lisH domain and HEAT repeat-containing protein KIAA1468 homolog
4658at8782	Complete	scaffold337	58352	51217	-	1937.4	930	https://v10-1.orthodb.org/?query=4658at8782	protein FAM83H
4660at8782	Complete	scaffold172	47365	88023	+	1102.3	555	https://v10-1.orthodb.org/?query=4660at8782	Pleckstrin homology domain
4665at8782	Complete	scaffold24	1641114	1678955	+	2234.3	1109	https://v10-1.orthodb.org/?query=4665at8782	synergin gamma
4669at8782	Complete	scaffold227	219799	240811	+	2025.3	947	https://v10-1.orthodb.org/?query=4669at8782	Period circadian-like, C-terminal
4670at8782	Complete	scaffold11	5214042	5273045	+	1634.2	790	https://v10-1.orthodb.org/?query=4670at8782	SH3 domain
4672at8782	Complete	scaffold418	524370	553807	+	2179.5	1171	https://v10-1.orthodb.org/?query=4672at8782	Ankyrin repeat
4673at8782	Complete	scaffold675	42428	68170	+	2180.3	1034	https://v10-1.orthodb.org/?query=4673at8782	Fibronectin type III
4675at8782	Complete	scaffold562	32152	28120	-	1868.8	1079	https://v10-1.orthodb.org/?query=4675at8782	protein phosphatase 1 regulatory subunit 26
4677at8782	Complete	scaffold929	103036	81994	-	1725.0	736	https://v10-1.orthodb.org/?query=4677at8782	Golgi apparatus protein 1
4678at8782	Complete	scaffold227	77092	119435	+	2087.6	968	https://v10-1.orthodb.org/?query=4678at8782	Phosphatidylinositol 3-kinase, C2 domain
4681at8782	Complete	scaffold64	3515241	3551664	+	2059.0	912	https://v10-1.orthodb.org/?query=4681at8782	P-type ATPase, C-terminal
4689at8782	Complete	scaffold22	5720512	5650825	-	2005.3	1118	https://v10-1.orthodb.org/?query=4689at8782	C2 domain
4693at8782	Complete	scaffold339	488193	296882	-	1700.6	869	https://v10-1.orthodb.org/?query=4693at8782	probable G-protein coupled receptor 158
4697at8782	Complete	scaffold135	426279	512829	+	2014.7	1043	https://v10-1.orthodb.org/?query=4697at8782	Vexin domain
4709at8782	Complete	scaffold95	1965635	1900407	-	2032.8	913	https://v10-1.orthodb.org/?query=4709at8782	ubiquitin-protein ligase E3C
4711at8782	Complete	scaffold86	2739844	2736721	-	1900.6	856	https://v10-1.orthodb.org/?query=4711at8782	V(D)J recombination-activating protein 1
4715at8782	Complete	scaffold259	793445	710183	-	2375.0	1157	https://v10-1.orthodb.org/?query=4715at8782	YEATS
4740at8782	Complete	scaffold134	2056341	2059797	+	1970.2	1007	https://v10-1.orthodb.org/?query=4740at8782	Nuclear receptor-interacting protein 1
4741at8782	Complete	scaffold562	229974	271636	+	2041.2	930	https://v10-1.orthodb.org/?query=4741at8782	SH2 domain
4744at8782	Complete	scaffold10	5352318	5314269	-	1912.1	1063	https://v10-1.orthodb.org/?query=4744at8782	cingulin-like protein 1
4745at8782	Complete	scaffold313	721910	736815	+	1747.0	779	https://v10-1.orthodb.org/?query=4745at8782	Inositol phosphatase
4746at8782	Complete	scaffold871	122341	93208	-	1110.4	528	https://v10-1.orthodb.org/?query=4746at8782	Immunoglobulin
4750at8782	Complete	scaffold26	535827	516824	-	1972.7	944	https://v10-1.orthodb.org/?query=4750at8782	Hermansky-Pudlak syndrome 5 protein
4752at8782	Complete	scaffold7	2992960	2959837	-	1979.4	922	https://v10-1.orthodb.org/?query=4752at8782	platelet-derived growth factor receptor alpha
4753at8782	Complete	scaffold136	1321733	1296300	-	2262.2	978	https://v10-1.orthodb.org/?query=4753at8782	Membrane-bound transcription factor site-1 protease
4767at8782	Complete	scaffold22	4555282	4541968	-	2368.5	1109	https://v10-1.orthodb.org/?query=4767at8782	Sal-like 1
4768at8782	Complete	scaffold799	77208	25437	-	2235.1	1186	https://v10-1.orthodb.org/?query=4768at8782	kinectin
4789at8782	Complete	scaffold22	2722335	2795105	+	1853.3	893	https://v10-1.orthodb.org/?query=4789at8782	GH15-like domain
4796at8782	Complete	scaffold9	778634	821694	+	2070.4	1004	https://v10-1.orthodb.org/?query=4796at8782	CARD domain
4797at8782	Complete	scaffold54	4347719	4373455	+	1932.8	972	https://v10-1.orthodb.org/?query=4797at8782	OTU domain
4802at8782	Complete	scaffold449	273547	297025	+	1771.6	937	https://v10-1.orthodb.org/?query=4802at8782	Helicase/UvrB, N-terminal
4804at8782	Complete	scaffold167	71784	467685	+	2318.8	1067	https://v10-1.orthodb.org/?query=4804at8782	PDZ domain
4807at8782	Complete	scaffold79	187919	172116	-	2180.6	1086	https://v10-1.orthodb.org/?query=4807at8782	RRP12-like protein
4812at8782	Complete	scaffold354	55264	35438	-	2762.4	1193	https://v10-1.orthodb.org/?query=4812at8782	structural maintenance of chromosomes protein 3
4813at8782	Complete	scaffold389	274538	226472	-	2547.9	1162	https://v10-1.orthodb.org/?query=4813at8782	MIF4G-like, type 3
4816at8782	Complete	scaffold594	157104	198337	+	2088.0	946	https://v10-1.orthodb.org/?query=4816at8782	importin-5
4817at8782	Complete	scaffold72	2983959	3001234	+	1777.0	822	https://v10-1.orthodb.org/?query=4817at8782	Ubiquitin-protein ligase E3B
4822at8782	Complete	scaffold397	110155	141645	+	1915.5	882	https://v10-1.orthodb.org/?query=4822at8782	WD40 repeat
4860at8782	Complete	scaffold369	247560	264968	+	1977.3	902	https://v10-1.orthodb.org/?query=4860at8782	DNA2/NAM7 helicase, AAA domain
4862at8782	Complete	scaffold916	240147	226665	-	1336.2	702	https://v10-1.orthodb.org/?query=4862at8782	tubulin polyglutamylase TTLL4
4867at8782	Complete	scaffold190	2046180	2032833	-	2143.8	1233	https://v10-1.orthodb.org/?query=4867at8782	SANT/Myb domain
4873at8782	Complete	scaffold11	5729377	5714336	-	1978.3	944	https://v10-1.orthodb.org/?query=4873at8782	Serine/threonine-protein kinase LATS1
4874at8782	Complete	scaffold203	180698	231142	+	1863.6	885	https://v10-1.orthodb.org/?query=4874at8782	Immunoglobulin
4887at8782	Complete	scaffold32	4227317	4200882	-	2112.1	1251	https://v10-1.orthodb.org/?query=4887at8782	Synaptonemal complex protein 2, armadillo-repeat-like domain
4896at8782	Fragmented	scaffold1779	18497	6180	-	1337.1	686	https://v10-1.orthodb.org/?query=4896at8782	ZNF451, PIN-like domain
4911at8782	Complete	scaffold41	4471427	4504701	+	1969.9	909	https://v10-1.orthodb.org/?query=4911at8782	Sel1-like repeat
4913at8782	Complete	scaffold136	552007	515544	-	2047.8	922	https://v10-1.orthodb.org/?query=4913at8782	SLC12A transporter, C-terminal
4920at8782	Complete	scaffold2	3167729	3276343	+	1580.2	736	https://v10-1.orthodb.org/?query=4920at8782	Adenylate cyclase, N-terminal
4921at8782	Complete	scaffold44	262922	282677	+	1825.7	850	https://v10-1.orthodb.org/?query=4921at8782	protein unc-13 homolog D
4927at8782	Fragmented	scaffold675	94411	82139	-	1013.9	618	https://v10-1.orthodb.org/?query=4927at8782	Kinesin motor domain
4939at8782	Complete	scaffold650	184475	217536	+	1152.5	671	https://v10-1.orthodb.org/?query=4939at8782	Exportin-1/Importin-beta-like
4947at8782	Complete	scaffold2	848909	1214986	+	1744.0	915	https://v10-1.orthodb.org/?query=4947at8782	PDZ domain
4954at8782	Complete	scaffold451	24826	582	-	1685.1	792	https://v10-1.orthodb.org/?query=4954at8782	Ubiquitin-activating enzyme E1, FCCH domain
4966at8782	Complete	scaffold719	196667	184475	-	1688.0	775	https://v10-1.orthodb.org/?query=4966at8782	ubiquitin conjugation factor E4 A
4970at8782	Complete	scaffold29	1049684	1088261	+	2098.7	1062	https://v10-1.orthodb.org/?query=4970at8782	Neurabin-1/2, PDZ domain
4971at8782	Complete	scaffold44	4508808	4460936	-	2173.0	1177	https://v10-1.orthodb.org/?query=4971at8782	FYVE zinc finger
4972at8782	Complete	scaffold600	208103	242305	+	1862.0	903	https://v10-1.orthodb.org/?query=4972at8782	SH2 domain
4974at8782	Complete	scaffold123	1926078	1958665	+	1959.7	904	https://v10-1.orthodb.org/?query=4974at8782	Zinc finger C2H2-type
4982at8782	Complete	scaffold97	392732	371759	-	2108.4	1003	https://v10-1.orthodb.org/?query=4982at8782	Serine-threonine/tyrosine-protein kinase, catalytic domain
4984at8782	Complete	scaffold15	1506838	1496442	-	1899.3	872	https://v10-1.orthodb.org/?query=4984at8782	Bromodomain
4985at8782	Complete	scaffold101	1255120	1231083	-	1797.6	839	https://v10-1.orthodb.org/?query=4985at8782	Peptidase M16, C-terminal
4986at8782	Complete	scaffold32	1759414	1749557	-	1842.5	926	https://v10-1.orthodb.org/?query=4986at8782	Zinc finger C2H2-type
4996at8782	Complete	scaffold297	412834	340653	-	1720.5	787	https://v10-1.orthodb.org/?query=4996at8782	ubiquitin carboxyl-terminal hydrolase 48
4999at8782	Complete	scaffold20	6088701	6057947	-	1931.1	895	https://v10-1.orthodb.org/?query=4999at8782	Zinc finger, CCCH-type
5002at8782	Complete	scaffold666	114894	170151	+	2058.4	1020	https://v10-1.orthodb.org/?query=5002at8782	OCRE domain
5003at8782	Complete	scaffold19	2591088	2527777	-	1822.3	841	https://v10-1.orthodb.org/?query=5003at8782	Sema domain
5016at8782	Complete	scaffold3	5532481	5568538	+	1913.6	904	https://v10-1.orthodb.org/?query=5016at8782	Ret, cadherin like domain 1
5018at8782	Complete	scaffold49	890525	837858	-	1888.9	951	https://v10-1.orthodb.org/?query=5018at8782	protein NRDE2 homolog
5023at8782	Complete	scaffold361	678334	689764	+	1894.8	868	https://v10-1.orthodb.org/?query=5023at8782	Immunoglobulin
5029at8782	Complete	scaffold153	1668045	1520250	-	2066.9	1151	https://v10-1.orthodb.org/?query=5029at8782	Cordon-bleu, ubiquitin-like domain
5036at8782	Fragmented	scaffold744	422	9716	+	1506.0	689	https://v10-1.orthodb.org/?query=5036at8782	platelet-derived growth factor receptor beta
5048at8782	Complete	scaffold161	1069154	1054323	-	1672.8	1002	https://v10-1.orthodb.org/?query=5048at8782	T-complex protein 10, C-terminal domain
5053at8782	Complete	scaffold146	1858803	1832820	-	1677.1	821	https://v10-1.orthodb.org/?query=5053at8782	Ankyrin repeat
5055at8782	Complete	scaffold12	5121507	5212034	+	1974.1	883	https://v10-1.orthodb.org/?query=5055at8782	C2 domain
5059at8782	Complete	scaffold6	4903457	4864813	-	1681.5	840	https://v10-1.orthodb.org/?query=5059at8782	Glycosyl hydrolase family 38, C-terminal
5072at8782	Complete	scaffold47	585169	535536	-	1641.7	736	https://v10-1.orthodb.org/?query=5072at8782	Sec7 domain
5077at8782	Complete	scaffold22	88603	120654	+	1804.2	877	https://v10-1.orthodb.org/?query=5077at8782	Ankyrin repeat
5083at8782	Complete	scaffold112	1248221	1080912	-	1880.3	883	https://v10-1.orthodb.org/?query=5083at8782	DNA mismatch repair protein MutS, core
5088at8782	Complete	scaffold137	1835334	1814715	-	1802.2	863	https://v10-1.orthodb.org/?query=5088at8782	DNA-directed RNA polymerase I subunit RPA2
5093at8782	Complete	scaffold20	5880005	5868642	-	1995.3	1050	https://v10-1.orthodb.org/?query=5093at8782	Laminin EGF domain
5098at8782	Complete	scaffold185	747937	719171	-	1914.8	861	https://v10-1.orthodb.org/?query=5098at8782	dyslexia-associated protein KIAA0319-like protein homolog
5100at8782	Complete	scaffold95	1011628	1051109	+	1860.7	982	https://v10-1.orthodb.org/?query=5100at8782	Condensin-2 complex subunit G2
5102at8782	Complete	scaffold105	1678212	1673580	-	2385.6	1366	https://v10-1.orthodb.org/?query=5102at8782	uncharacterized protein C10orf71 homolog
5114at8782	Complete	scaffold303	795651	832367	+	2089.2	943	https://v10-1.orthodb.org/?query=5114at8782	Ubiquitin-conjugating enzyme E2
5124at8782	Duplicated	scaffold753	125972	109149	-	1638.5	919	https://v10-1.orthodb.org/?query=5124at8782	PAS domain
5124at8782	Duplicated	scaffold1409	22516	7227	-	1726.9	913	https://v10-1.orthodb.org/?query=5124at8782	PAS domain
5127at8782	Complete	scaffold21	236902	441067	+	1983.1	966	https://v10-1.orthodb.org/?query=5127at8782	Calponin homology domain
5133at8782	Complete	scaffold40	4143910	4077647	-	1993.5	989	https://v10-1.orthodb.org/?query=5133at8782	filamin A-interacting protein 1-like
5134at8782	Complete	scaffold29	971015	815915	-	1701.2	757	https://v10-1.orthodb.org/?query=5134at8782	rap guanine nucleotide exchange factor 4
5152at8782	Fragmented	scaffold290	887	8197	+	1836.6	986	https://v10-1.orthodb.org/?query=5152at8782	Zinc finger, CCHC-type
5153at8782	Complete	scaffold508	160988	191273	+	1659.3	855	https://v10-1.orthodb.org/?query=5153at8782	High mobility group box domain
5154at8782	Complete	scaffold260	941845	1016843	+	3225.8	1758	https://v10-1.orthodb.org/?query=5154at8782	ninein
5161at8782	Complete	scaffold174	866442	958273	+	1810.2	924	https://v10-1.orthodb.org/?query=5161at8782	Ulp1 protease family, C-terminal catalytic domain
5166at8782	Complete	scaffold65	3334788	3328574	-	1820.5	1094	https://v10-1.orthodb.org/?query=5166at8782	uncharacterized protein C2orf71 homolog
5167at8782	Complete	scaffold103	355168	324499	-	1974.5	1093	https://v10-1.orthodb.org/?query=5167at8782	structural maintenance of chromosomes protein 4
5168at8782	Complete	scaffold26	923793	935179	+	936.4	501	https://v10-1.orthodb.org/?query=5168at8782	PTPRJ, transmembrane domain
5179at8782	Complete	scaffold3	5269119	5291003	+	2232.3	1046	https://v10-1.orthodb.org/?query=5179at8782	ribosome biogenesis protein BMS1 homolog
5188at8782	Complete	scaffold13	4832570	4872167	+	2044.2	954	https://v10-1.orthodb.org/?query=5188at8782	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain
5190at8782	Complete	scaffold427	272840	471571	+	1825.3	856	https://v10-1.orthodb.org/?query=5190at8782	SH3 domain
5200at8782	Complete	scaffold87	873124	849477	-	1785.2	940	https://v10-1.orthodb.org/?query=5200at8782	NACHT nucleoside triphosphatase
5204at8782	Complete	scaffold78	3018954	3042991	+	1904.0	834	https://v10-1.orthodb.org/?query=5204at8782	Immunoglobulin
5205at8782	Complete	scaffold452	297530	239173	-	1807.7	822	https://v10-1.orthodb.org/?query=5205at8782	rap guanine nucleotide exchange factor 1
5212at8782	Complete	scaffold44	419139	460219	+	1590.4	787	https://v10-1.orthodb.org/?query=5212at8782	ATP-dependent DNA helicase Q5
5220at8782	Complete	scaffold90	4659944	4323000	-	1788.4	848	https://v10-1.orthodb.org/?query=5220at8782	FAD/NAD(P)-binding domain
5226at8782	Complete	scaffold50	3714765	3762104	+	1724.2	818	https://v10-1.orthodb.org/?query=5226at8782	Integrin alpha-2
5233at8782	Complete	scaffold367	479641	513339	+	1797.9	1034	https://v10-1.orthodb.org/?query=5233at8782	CST complex subunit CTC1
5238at8782	Complete	scaffold82	2861807	2724368	-	1813.9	845	https://v10-1.orthodb.org/?query=5238at8782	Ankyrin repeat
5245at8782	Complete	scaffold1068	18618	15249	-	1285.0	848	https://v10-1.orthodb.org/?query=5245at8782	APC membrane recruitment protein
5246at8782	Complete	scaffold252	4021390	3976619	-	1932.6	1053	https://v10-1.orthodb.org/?query=5246at8782	von Willebrand factor A domain-containing protein 5B1
5258at8782	Complete	scaffold328	595313	617778	+	1311.7	604	https://v10-1.orthodb.org/?query=5258at8782	ADAMTS-like protein 2
5263at8782	Complete	scaffold69	1014793	1054742	+	1828.0	824	https://v10-1.orthodb.org/?query=5263at8782	Immunoglobulin
