# BUSCO version is: 5.7.1 
# The lineage dataset is: aves_odb10 (Creation date: 2024-01-08, number of genomes: 62, number of BUSCOs: 8338)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
12283at8782	Complete	scaffold163	1772728	1761452	-	993.2	473	https://v10-1.orthodb.org/?query=12283at8782	CEP76, C2 domain
12287at8782	Complete	scaffold35	1980215	2062262	+	1208.2	580	https://v10-1.orthodb.org/?query=12287at8782	follicle-stimulating hormone receptor
12290at8782	Complete	scaffold15	1887655	1877728	-	1085.4	578	https://v10-1.orthodb.org/?query=12290at8782	FAST kinase leucine-rich
12291at8782	Complete	scaffold692	40405	18148	-	1059.1	484	https://v10-1.orthodb.org/?query=12291at8782	Enhancer of polycomb, C-terminal
12292at8782	Complete	scaffold645	272453	252471	-	1227.6	582	https://v10-1.orthodb.org/?query=12292at8782	heat shock protein 75 kDa, mitochondrial
12298at8782	Complete	scaffold123	539823	551915	+	1081.8	508	https://v10-1.orthodb.org/?query=12298at8782	Choline/carnitine acyltransferase domain
12302at8782	Complete	scaffold459	469905	466561	-	1340.8	634	https://v10-1.orthodb.org/?query=12302at8782	G-patch domain
12303at8782	Complete	scaffold65	2560623	2780198	+	1202.7	609	https://v10-1.orthodb.org/?query=12303at8782	Kinesin motor domain
12309at8782	Complete	scaffold400	45589	73746	+	1170.3	515	https://v10-1.orthodb.org/?query=12309at8782	Oxysterol-binding protein
12315at8782	Complete	scaffold20	6916435	6896344	-	1222.7	571	https://v10-1.orthodb.org/?query=12315at8782	protein SERAC1
12322at8782	Complete	scaffold664	436748	406768	-	1192.4	615	https://v10-1.orthodb.org/?query=12322at8782	Zinc finger C2H2-type
12328at8782	Complete	scaffold364	350208	319379	-	1256.2	596	https://v10-1.orthodb.org/?query=12328at8782	AAA ATPase, AAA+ lid domain
12334at8782	Complete	scaffold132	1574126	1572041	-	1579.7	670	https://v10-1.orthodb.org/?query=12334at8782	Zinc finger, BED-type
12336at8782	Complete	scaffold604	317346	337410	+	1152.9	548	https://v10-1.orthodb.org/?query=12336at8782	PTB/PI domain
12339at8782	Fragmented	scaffold54	576028	581978	+	704.2	336	https://v10-1.orthodb.org/?query=12339at8782	MCM domain
12342at8782	Complete	scaffold15	8668566	8661431	-	1176.2	549	https://v10-1.orthodb.org/?query=12342at8782	Kelch-like 41
12344at8782	Complete	scaffold328	228697	187071	-	1232.2	582	https://v10-1.orthodb.org/?query=12344at8782	LCCL domain
12367at8782	Complete	scaffold250	1261630	1233667	-	1167.9	528	https://v10-1.orthodb.org/?query=12367at8782	Xaa-Pro aminopeptidase 1
12368at8782	Complete	scaffold1111	21173	38124	+	1042.7	494	https://v10-1.orthodb.org/?query=12368at8782	RING-type zinc-finger, LisH dimerisation motif
12372at8782	Complete	scaffold143	1855285	1834737	-	1159.6	515	https://v10-1.orthodb.org/?query=12372at8782	Zinc finger, RING-type
12374at8782	Complete	scaffold431	18650	45254	+	1305.8	597	https://v10-1.orthodb.org/?query=12374at8782	Transglutaminase, C-terminal
12375at8782	Complete	scaffold22	1793948	1783644	-	1141.1	552	https://v10-1.orthodb.org/?query=12375at8782	Zinc finger C2H2-type
12376at8782	Complete	scaffold48	1174783	1150102	-	1136.8	524	https://v10-1.orthodb.org/?query=12376at8782	protein O-mannosyl-transferase 2
12378at8782	Complete	scaffold35	2168719	2187845	+	1054.1	469	https://v10-1.orthodb.org/?query=12378at8782	lutropin-choriogonadotropic hormone receptor
12382at8782	Complete	scaffold63	1309210	1341545	+	1036.4	532	https://v10-1.orthodb.org/?query=12382at8782	EGF-like calcium-binding domain
12383at8782	Complete	scaffold72	4349783	4315659	-	985.5	505	https://v10-1.orthodb.org/?query=12383at8782	Origin recognition complex, subunit 3
12391at8782	Complete	scaffold6	7709611	7690782	-	1264.2	713	https://v10-1.orthodb.org/?query=12391at8782	transmembrane channel-like protein 5
12405at8782	Complete	scaffold59	2294702	2307920	+	1157.3	568	https://v10-1.orthodb.org/?query=12405at8782	Ion transport domain
12410at8782	Complete	scaffold428	229295	117249	-	1305.6	590	https://v10-1.orthodb.org/?query=12410at8782	UPF0668 protein C10orf76
12417at8782	Complete	scaffold327	576624	573984	-	1505.3	750	https://v10-1.orthodb.org/?query=12417at8782	RNA-binding protein 12
12419at8782	Complete	scaffold198	1361660	1369566	+	1263.9	561	https://v10-1.orthodb.org/?query=12419at8782	Methylenetetrahydrofolate reductase
12422at8782	Complete	scaffold698	153713	184669	+	1269.7	619	https://v10-1.orthodb.org/?query=12422at8782	CRC domain
12434at8782	Complete	scaffold178	793449	771816	-	709.5	310	https://v10-1.orthodb.org/?query=12434at8782	Helicase/UvrB, N-terminal
12436at8782	Complete	scaffold2	11345228	11368913	+	1177.4	629	https://v10-1.orthodb.org/?query=12436at8782	Leucine-rich repeat
12444at8782	Complete	scaffold125	2322067	2314285	-	1198.4	539	https://v10-1.orthodb.org/?query=12444at8782	frizzled-6
12448at8782	Complete	scaffold690	187451	183593	-	984.8	523	https://v10-1.orthodb.org/?query=12448at8782	asparagine synthetase domain-containing protein 1
12450at8782	Complete	scaffold240	372512	449098	+	2422.7	1299	https://v10-1.orthodb.org/?query=12450at8782	Collagen IV, non-collagenous
12457at8782	Complete	scaffold201	689826	680774	-	768.9	521	https://v10-1.orthodb.org/?query=12457at8782	zinc finger B-box domain-containing protein 1
12462at8782	Complete	scaffold195	1396693	1424729	+	1296.4	553	https://v10-1.orthodb.org/?query=12462at8782	Kelch repeat type 1
12472at8782	Complete	scaffold85	1570166	1553652	-	1184.6	553	https://v10-1.orthodb.org/?query=12472at8782	Tetratricopeptide repeat
12474at8782	Complete	scaffold869	72956	84680	+	1139.5	495	https://v10-1.orthodb.org/?query=12474at8782	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal
12480at8782	Complete	scaffold35	4327950	4330014	+	1101.8	554	https://v10-1.orthodb.org/?query=12480at8782	Fidgetin-like 1
12481at8782	Complete	scaffold467	288150	293236	+	1128.0	575	https://v10-1.orthodb.org/?query=12481at8782	SET domain
12500at8782	Complete	scaffold378	120610	131835	+	872.3	405	https://v10-1.orthodb.org/?query=12500at8782	Epithelial sodium channel
12504at8782	Complete	scaffold180	591067	622841	+	1197.5	589	https://v10-1.orthodb.org/?query=12504at8782	Metal regulatory transcription factor 1
12508at8782	Complete	scaffold437	258793	230133	-	1207.1	578	https://v10-1.orthodb.org/?query=12508at8782	La-type HTH domain
12513at8782	Complete	scaffold401	293972	304063	+	1076.4	497	https://v10-1.orthodb.org/?query=12513at8782	Glycoside hydrolase family 2, catalytic domain
12517at8782	Complete	scaffold378	612760	649798	+	1139.6	597	https://v10-1.orthodb.org/?query=12517at8782	rho GTPase-activating protein 17
12525at8782	Complete	scaffold440	419631	434042	+	1321.2	755	https://v10-1.orthodb.org/?query=12525at8782	transforming acidic coiled-coil-containing protein 3
12526at8782	Complete	scaffold3	7299232	7331565	+	1291.2	564	https://v10-1.orthodb.org/?query=12526at8782	Choline O-acetyltransferase
12528at8782	Complete	scaffold12	1169800	1155925	-	1086.6	565	https://v10-1.orthodb.org/?query=12528at8782	GPCR, family 2, secretin-like
12530at8782	Complete	scaffold649	158191	173039	+	736.8	352	https://v10-1.orthodb.org/?query=12530at8782	Glycerol-3-phosphate dehydrogenase
12539at8782	Complete	scaffold177	1401429	1367923	-	1133.7	506	https://v10-1.orthodb.org/?query=12539at8782	Polypeptide N-acetylgalactosaminyltransferase
12546at8782	Complete	scaffold95	1286797	1333443	+	1195.4	569	https://v10-1.orthodb.org/?query=12546at8782	Zinc finger, RING-type
12547at8782	Complete	scaffold46	256441	237035	-	1298.6	638	https://v10-1.orthodb.org/?query=12547at8782	STAS domain
12557at8782	Complete	scaffold449	228231	215383	-	1281.4	642	https://v10-1.orthodb.org/?query=12557at8782	Rabenosyn, Rab binding domain
12570at8782	Complete	scaffold755	90565	69250	-	1048.1	536	https://v10-1.orthodb.org/?query=12570at8782	denticleless protein homolog
12585at8782	Complete	scaffold22	3661847	3668603	+	1181.8	535	https://v10-1.orthodb.org/?query=12585at8782	Phosphoenolpyruvate carboxykinase, cytosolic 
12588at8782	Complete	scaffold60	1753734	1703687	-	1144.7	546	https://v10-1.orthodb.org/?query=12588at8782	Glycogen 
12602at8782	Complete	scaffold4	178355	204256	+	1270.2	603	https://v10-1.orthodb.org/?query=12602at8782	MAM domain
12606at8782	Complete	scaffold20	2055957	2035608	-	1242.8	563	https://v10-1.orthodb.org/?query=12606at8782	Zinc finger C2H2-type
12607at8782	Complete	scaffold78	2028073	2003601	-	1425.6	666	https://v10-1.orthodb.org/?query=12607at8782	Protein kinase domain
12615at8782	Complete	scaffold105	2450549	2440597	-	1137.8	516	https://v10-1.orthodb.org/?query=12615at8782	Pyridoxal phosphate-dependent decarboxylase
12620at8782	Complete	scaffold13	2600531	2619033	+	1182.4	544	https://v10-1.orthodb.org/?query=12620at8782	WD40 repeat
12625at8782	Complete	scaffold566	33904	43425	+	1054.5	510	https://v10-1.orthodb.org/?query=12625at8782	Peroxisomal targeting signal 1 receptor
12627at8782	Complete	scaffold613	324846	342907	+	1125.7	675	https://v10-1.orthodb.org/?query=12627at8782	outer dense fiber protein 2
12628at8782	Complete	scaffold337	493067	515733	+	1179.0	562	https://v10-1.orthodb.org/?query=12628at8782	Mbt repeat
12639at8782	Complete	scaffold469	81874	111207	+	1176.2	548	https://v10-1.orthodb.org/?query=12639at8782	Mbt repeat
12641at8782	Complete	scaffold346	422802	426926	+	1188.8	586	https://v10-1.orthodb.org/?query=12641at8782	Chromosome 17 open reading frame 113
12642at8782	Complete	scaffold415	250507	288340	+	1430.0	826	https://v10-1.orthodb.org/?query=12642at8782	ribosome-binding protein 1
12655at8782	Complete	scaffold85	1326873	1337721	+	1201.9	874	https://v10-1.orthodb.org/?query=12655at8782	Shugoshin, C-terminal
12662at8782	Complete	scaffold769	131623	123470	-	1038.3	500	https://v10-1.orthodb.org/?query=12662at8782	THO complex, subunit 5
12664at8782	Complete	scaffold9	759953	771341	+	1028.8	462	https://v10-1.orthodb.org/?query=12664at8782	Mediator complex, subunit Med17
12666at8782	Complete	scaffold162	1763596	1748641	-	1119.8	525	https://v10-1.orthodb.org/?query=12666at8782	Mini-chromosome maintenance complex-binding protein
12668at8782	Complete	scaffold103	287869	314210	+	1174.6	565	https://v10-1.orthodb.org/?query=12668at8782	sodium/hydrogen exchanger 2
12671at8782	Complete	scaffold43	149809	160546	+	1160.4	560	https://v10-1.orthodb.org/?query=12671at8782	ski-like protein
12673at8782	Complete	scaffold609	298677	260533	-	1223.4	581	https://v10-1.orthodb.org/?query=12673at8782	Sec63 domain
12684at8782	Complete	scaffold303	994405	1019808	+	1382.7	678	https://v10-1.orthodb.org/?query=12684at8782	Rabaptin, GTPase-Rab5 binding domain
12686at8782	Complete	scaffold16	2486887	2494302	+	1200.3	530	https://v10-1.orthodb.org/?query=12686at8782	Glucose-methanol-choline oxidoreductase, C-terminal
12693at8782	Complete	scaffold1641	15767	9608	-	1179.3	557	https://v10-1.orthodb.org/?query=12693at8782	AMP-dependent synthetase/ligase
12707at8782	Complete	scaffold316	666168	634453	-	1210.8	666	https://v10-1.orthodb.org/?query=12707at8782	Ankyrin repeat
12709at8782	Complete	scaffold97	1266105	1200541	-	1219.5	573	https://v10-1.orthodb.org/?query=12709at8782	Phospholipid/glycerol acyltransferase
12712at8782	Complete	scaffold15	5413399	5421593	+	867.4	413	https://v10-1.orthodb.org/?query=12712at8782	Tetratricopeptide repeat
12725at8782	Complete	scaffold396	692747	648129	-	1044.5	473	https://v10-1.orthodb.org/?query=12725at8782	Protein kinase domain
12728at8782	Fragmented	scaffold2194	14023	20213	+	841.7	416	https://v10-1.orthodb.org/?query=12728at8782	translation initiation factor eIF-2B subunit epsilon
12733at8782	Complete	scaffold175	60057	81308	+	1164.6	542	https://v10-1.orthodb.org/?query=12733at8782	FAS1 domain
12735at8782	Complete	scaffold64	2370142	2354277	-	813.0	422	https://v10-1.orthodb.org/?query=12735at8782	IQ and ubiquitin-like domain-containing protein
12737at8782	Complete	scaffold179	1100145	1135774	+	1327.8	631	https://v10-1.orthodb.org/?query=12737at8782	von Willebrand factor, type A
12765at8782	Complete	scaffold174	2377862	2350927	-	1118.1	538	https://v10-1.orthodb.org/?query=12765at8782	UbiB domain
12766at8782	Complete	scaffold1	9670610	9649682	-	1214.0	564	https://v10-1.orthodb.org/?query=12766at8782	LMBR1 domain-containing protein 2
12768at8782	Complete	scaffold110	285566	283529	-	1169.8	542	https://v10-1.orthodb.org/?query=12768at8782	vertnin
12771at8782	Complete	scaffold168	843743	848556	+	914.2	432	https://v10-1.orthodb.org/?query=12771at8782	GidA associated domain 3
12776at8782	Complete	scaffold49	3932507	4082317	+	1262.9	643	https://v10-1.orthodb.org/?query=12776at8782	progesterone-induced-blocking factor 1
12790at8782	Missing
12791at8782	Complete	scaffold385	202932	222917	+	1134.9	528	https://v10-1.orthodb.org/?query=12791at8782	Kelch-like 6
12799at8782	Complete	scaffold113	679069	701992	+	1278.3	603	https://v10-1.orthodb.org/?query=12799at8782	Amyloidogenic glycoprotein, copper-binding
12802at8782	Complete	scaffold33	3375364	3359676	-	1286.1	557	https://v10-1.orthodb.org/?query=12802at8782	ATP-binding cassette sub-family D member 3
12810at8782	Complete	scaffold808	118479	99662	-	1112.1	683	https://v10-1.orthodb.org/?query=12810at8782	Coiled-coil domain containing 191
12812at8782	Complete	scaffold178	1288793	1331796	+	1189.1	565	https://v10-1.orthodb.org/?query=12812at8782	Methyltransferase domain 25
12824at8782	Complete	scaffold1	4801654	4786482	-	1027.1	509	https://v10-1.orthodb.org/?query=12824at8782	uncharacterized protein C18orf8 homolog
12828at8782	Complete	scaffold252	916488	850413	-	1975.8	924	https://v10-1.orthodb.org/?query=12828at8782	Protein kinase domain
12830at8782	Complete	scaffold517	410296	486620	+	714.1	349	https://v10-1.orthodb.org/?query=12830at8782	glutathione S-transferase C-terminal domain-containing protein
12838at8782	Complete	scaffold4	6667419	6675207	+	1123.5	600	https://v10-1.orthodb.org/?query=12838at8782	uncharacterized protein KIAA0408 homolog
12840at8782	Complete	scaffold460	398962	450328	+	1213.0	593	https://v10-1.orthodb.org/?query=12840at8782	Zinc finger, RING-type
12842at8782	Complete	scaffold43	3207160	3188941	-	1376.4	791	https://v10-1.orthodb.org/?query=12842at8782	coiled-coil domain-containing protein 39
12843at8782	Complete	scaffold13	3562219	3611672	+	1654.7	816	https://v10-1.orthodb.org/?query=12843at8782	ellis-van Creveld syndrome protein
12844at8782	Complete	scaffold14	6678639	6725650	+	630.9	347	https://v10-1.orthodb.org/?query=12844at8782	microcephalin
12850at8782	Complete	scaffold609	67878	140193	+	1480.0	705	https://v10-1.orthodb.org/?query=12850at8782	sine oculis-binding protein homolog
12851at8782	Complete	scaffold10	6838251	6851534	+	797.9	338	https://v10-1.orthodb.org/?query=12851at8782	Nuclear pore localisation protein NPL4, C-terminal
12856at8782	Complete	scaffold89	253979	227022	-	1058.3	492	https://v10-1.orthodb.org/?query=12856at8782	Protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
12862at8782	Complete	scaffold378	738086	729018	-	1174.6	577	https://v10-1.orthodb.org/?query=12862at8782	transcription factor E4F1
12863at8782	Complete	scaffold285	866572	855434	-	1074.7	505	https://v10-1.orthodb.org/?query=12863at8782	Nucleoporin Nup85-like
12866at8782	Complete	scaffold30	3429549	3442611	+	1108.9	558	https://v10-1.orthodb.org/?query=12866at8782	ATP-binding cassette sub-family G member 8
12869at8782	Complete	scaffold1	11083553	11029169	-	1154.9	691	https://v10-1.orthodb.org/?query=12869at8782	SH3 domain
12870at8782	Complete	scaffold35	2279973	2246633	-	1312.3	626	https://v10-1.orthodb.org/?query=12870at8782	Uncharacterised domain KLRAQ/TTKRSYEDQ, C-terminal
12874at8782	Complete	scaffold15	12581510	12600634	+	1240.6	543	https://v10-1.orthodb.org/?query=12874at8782	leishmanolysin-like peptidase
12886at8782	Complete	scaffold86	1966397	1971854	+	1137.0	718	https://v10-1.orthodb.org/?query=12886at8782	storkhead-box protein 1
12887at8782	Complete	scaffold1	18405193	18418045	+	1115.8	500	https://v10-1.orthodb.org/?query=12887at8782	peptidylprolyl isomerase domain and WD repeat-containing protein 1
12894at8782	Complete	scaffold265	1019443	1021387	+	1237.2	574	https://v10-1.orthodb.org/?query=12894at8782	Zinc finger, RING-type
12895at8782	Complete	scaffold124	1501890	1527498	+	1186.5	521	https://v10-1.orthodb.org/?query=12895at8782	Myotubularin
12899at8782	Complete	scaffold170	1123813	1047897	-	1115.1	489	https://v10-1.orthodb.org/?query=12899at8782	Ankyrin repeat
12907at8782	Complete	scaffold130	768052	769966	+	1466.3	620	https://v10-1.orthodb.org/?query=12907at8782	Leucine-rich repeat
12913at8782	Complete	scaffold351	93815	83394	-	1312.7	570	https://v10-1.orthodb.org/?query=12913at8782	Histidine kinase/HSP90-like ATPase
12915at8782	Complete	scaffold294	205909	229018	+	766.0	362	https://v10-1.orthodb.org/?query=12915at8782	F-box domain
12920at8782	Complete	scaffold378	93676	103514	+	993.7	437	https://v10-1.orthodb.org/?query=12920at8782	Epithelial sodium channel
12922at8782	Complete	scaffold681	78634	91241	+	1089.6	477	https://v10-1.orthodb.org/?query=12922at8782	Gamma tubulin complex component, C-terminal
12927at8782	Complete	scaffold31	49511	63639	+	562.3	254	https://v10-1.orthodb.org/?query=12927at8782	Myc-type, basic helix-loop-helix (bHLH) domain
12929at8782	Complete	scaffold581	235603	210275	-	1085.4	546	https://v10-1.orthodb.org/?query=12929at8782	D-glutamate cyclase
12933at8782	Complete	scaffold60	68959	94642	+	1075.9	510	https://v10-1.orthodb.org/?query=12933at8782	tubulin--tyrosine ligase-like protein 12
12942at8782	Complete	scaffold160	327662	288924	-	950.3	466	https://v10-1.orthodb.org/?query=12942at8782	Amino acid permease/ SLC12A domain
12950at8782	Complete	scaffold7	8027288	8045500	+	994.2	608	https://v10-1.orthodb.org/?query=12950at8782	BRCT domain
12951at8782	Complete	scaffold18	4918905	4900369	-	1155.1	619	https://v10-1.orthodb.org/?query=12951at8782	platelet endothelial cell adhesion molecule
12954at8782	Complete	scaffold717	125417	132583	+	1216.0	655	https://v10-1.orthodb.org/?query=12954at8782	forkhead box protein M1
12962at8782	Complete	scaffold476	487677	412637	-	1065.9	478	https://v10-1.orthodb.org/?query=12962at8782	Immunoglobulin
12964at8782	Complete	scaffold89	356281	348412	-	1181.3	580	https://v10-1.orthodb.org/?query=12964at8782	leucine-rich repeat-containing protein 41
12971at8782	Complete	scaffold74	1090076	1078368	-	1077.2	465	https://v10-1.orthodb.org/?query=12971at8782	PDZ domain
12972at8782	Complete	scaffold491	378875	331824	-	1114.2	520	https://v10-1.orthodb.org/?query=12972at8782	EF-hand domain
12980at8782	Complete	scaffold291	1033943	1010817	-	1056.2	535	https://v10-1.orthodb.org/?query=12980at8782	peroxisome biogenesis factor 6
12983at8782	Duplicated	scaffold172	1911126	1907691	-	1077.2	532	https://v10-1.orthodb.org/?query=12983at8782	Methyltransferase domain
12983at8782	Duplicated	scaffold924	35205	31617	-	1073.7	532	https://v10-1.orthodb.org/?query=12983at8782	Methyltransferase domain
12986at8782	Complete	scaffold308	987451	942673	-	1133.2	560	https://v10-1.orthodb.org/?query=12986at8782	Helicase/UvrB, N-terminal
12989at8782	Complete	scaffold8	7358718	7341445	-	1022.1	587	https://v10-1.orthodb.org/?query=12989at8782	Tetratricopeptide repeat
12990at8782	Complete	scaffold101	162911	119908	-	1130.1	554	https://v10-1.orthodb.org/?query=12990at8782	Concentrative nucleoside transporter C-terminal domain
13000at8782	Complete	scaffold417	380593	392120	+	1128.0	507	https://v10-1.orthodb.org/?query=13000at8782	Kelch-like 8
13002at8782	Complete	scaffold3	7233012	7220032	-	1151.4	532	https://v10-1.orthodb.org/?query=13002at8782	Immunoglobulin
13006at8782	Complete	scaffold18	3629069	3693850	+	1113.6	559	https://v10-1.orthodb.org/?query=13006at8782	syntaxin-binding protein 4
13015at8782	Complete	scaffold201	1534548	1543018	+	1068.9	489	https://v10-1.orthodb.org/?query=13015at8782	Myoneurin
13028at8782	Complete	scaffold1384	24930	10475	-	1694.9	769	https://v10-1.orthodb.org/?query=13028at8782	Bromodomain
13049at8782	Complete	scaffold152	1721299	1704345	-	1145.6	522	https://v10-1.orthodb.org/?query=13049at8782	myotubularin-related protein 6
13051at8782	Complete	scaffold127	2185005	2285329	+	1052.2	465	https://v10-1.orthodb.org/?query=13051at8782	PTP type protein phosphatase
13056at8782	Complete	scaffold522	213727	221267	+	994.4	559	https://v10-1.orthodb.org/?query=13056at8782	FAST kinase leucine-rich
13057at8782	Complete	scaffold797	144761	129906	-	1093.9	543	https://v10-1.orthodb.org/?query=13057at8782	Serine proteases, trypsin domain
13059at8782	Complete	scaffold18	2186371	2200273	+	962.6	561	https://v10-1.orthodb.org/?query=13059at8782	MYCBP-associated protein
13060at8782	Complete	scaffold721	107760	131442	+	1222.0	824	https://v10-1.orthodb.org/?query=13060at8782	SANT associated
13068at8782	Complete	scaffold16	2455164	2463110	+	1126.5	481	https://v10-1.orthodb.org/?query=13068at8782	Actin family
13070at8782	Complete	scaffold6	4648483	4680961	+	1125.7	547	https://v10-1.orthodb.org/?query=13070at8782	Sphingomyelin phosphodiesterase 3
13079at8782	Complete	scaffold784	189880	213347	+	1097.6	515	https://v10-1.orthodb.org/?query=13079at8782	EGF-like calcium-binding domain
13092at8782	Complete	scaffold170	1180458	1172596	-	825.9	380	https://v10-1.orthodb.org/?query=13092at8782	ATP-dependent RNA helicase DDX24
13100at8782	Complete	scaffold174	257272	251184	-	1044.6	441	https://v10-1.orthodb.org/?query=13100at8782	Integrator complex subunit 11
13103at8782	Complete	scaffold27	551324	652771	+	1120.4	516	https://v10-1.orthodb.org/?query=13103at8782	Solute carrier organic anion transporter family member
13112at8782	Complete	scaffold65	2331206	2354692	+	1011.0	462	https://v10-1.orthodb.org/?query=13112at8782	Molybdopterin cofactor biosynthesis C (MoaC) domain
13114at8782	Complete	scaffold42	2927392	2941170	+	1070.2	553	https://v10-1.orthodb.org/?query=13114at8782	rho guanine nucleotide exchange factor 37
13127at8782	Complete	scaffold510	467293	499124	+	1032.6	477	https://v10-1.orthodb.org/?query=13127at8782	PTB/PI domain
13129at8782	Complete	scaffold117	1843536	1853485	+	1057.7	514	https://v10-1.orthodb.org/?query=13129at8782	Gamma-carboxyglutamic acid-rich (GLA) domain
13131at8782	Complete	scaffold226	1156755	1178520	+	1167.0	556	https://v10-1.orthodb.org/?query=13131at8782	EF-hand domain
13134at8782	Complete	scaffold15	5500693	5460309	-	1095.5	490	https://v10-1.orthodb.org/?query=13134at8782	FAD linked oxidase, N-terminal
13140at8782	Complete	scaffold158	1719786	1735346	+	954.2	478	https://v10-1.orthodb.org/?query=13140at8782	Pentatricopeptide repeat
13152at8782	Complete	scaffold779	31755	82289	+	1370.4	782	https://v10-1.orthodb.org/?query=13152at8782	cilia- and flagella-associated protein 58
13153at8782	Fragmented	scaffold1172	24354	19929	-	448.8	210	https://v10-1.orthodb.org/?query=13153at8782	Putative zinc-RING and/or ribbon
13172at8782	Complete	scaffold223	241073	173171	-	998.3	457	https://v10-1.orthodb.org/?query=13172at8782	Protein kinase domain
13181at8782	Complete	scaffold542	422261	429080	+	1084.8	668	https://v10-1.orthodb.org/?query=13181at8782	mitotic interactor and substrate of PLK1
13184at8782	Complete	scaffold400	604075	613753	+	1146.3	544	https://v10-1.orthodb.org/?query=13184at8782	carnitine O-palmitoyltransferase 2, mitochondrial
13204at8782	Complete	scaffold35	2821364	2843048	+	1157.9	564	https://v10-1.orthodb.org/?query=13204at8782	Ankyrin repeat
13207at8782	Complete	scaffold229	1328024	1321348	-	971.6	609	https://v10-1.orthodb.org/?query=13207at8782	Zinc finger, RING-type
13211at8782	Complete	scaffold24	4304235	4283823	-	1114.5	484	https://v10-1.orthodb.org/?query=13211at8782	Adenylyl cyclase class-3/4/guanylyl cyclase
13212at8782	Complete	scaffold54	3419450	3267925	-	1116.5	534	https://v10-1.orthodb.org/?query=13212at8782	Double-stranded RNA-binding domain
13213at8782	Complete	scaffold72	210783	118604	-	989.7	489	https://v10-1.orthodb.org/?query=13213at8782	Kelch like family member 32
13220at8782	Complete	scaffold12	1109739	1088550	-	954.6	486	https://v10-1.orthodb.org/?query=13220at8782	Katanin p80 subunit, C-terminal
13233at8782	Complete	scaffold443	87187	38215	-	1138.6	546	https://v10-1.orthodb.org/?query=13233at8782	NCK-interacting protein with SH3 domain
13236at8782	Complete	scaffold13	6580783	6539691	-	1012.5	505	https://v10-1.orthodb.org/?query=13236at8782	Fibronectin, type I
13240at8782	Complete	scaffold290	383623	307973	-	988.5	493	https://v10-1.orthodb.org/?query=13240at8782	WD repeat-containing and planar cell polarity effector protein Fritz
13246at8782	Complete	scaffold172	1361710	1331843	-	886.6	389	https://v10-1.orthodb.org/?query=13246at8782	Protein kinase domain
13250at8782	Complete	scaffold251	126864	193732	+	1238.5	695	https://v10-1.orthodb.org/?query=13250at8782	GRIP domain
13255at8782	Complete	scaffold463	380107	369650	-	1038.4	532	https://v10-1.orthodb.org/?query=13255at8782	GPCR family 3, C-terminal
13259at8782	Complete	scaffold61	579491	593856	+	675.7	338	https://v10-1.orthodb.org/?query=13259at8782	ATPase, AAA-type, core
13263at8782	Complete	scaffold121	1134479	1245093	+	1053.5	486	https://v10-1.orthodb.org/?query=13263at8782	Zinc finger, RING-type
13265at8782	Complete	scaffold40	3084612	3123902	+	1269.8	554	https://v10-1.orthodb.org/?query=13265at8782	sec1 family domain-containing protein 1
13266at8782	Complete	scaffold852	113316	106567	-	1175.4	514	https://v10-1.orthodb.org/?query=13266at8782	Epithelial sodium channel
13270at8782	Complete	scaffold322	877712	857517	-	1044.3	502	https://v10-1.orthodb.org/?query=13270at8782	Transglutaminase-like
13271at8782	Complete	scaffold155	355135	351307	-	1320.8	593	https://v10-1.orthodb.org/?query=13271at8782	Kelch repeat type 1
13277at8782	Complete	scaffold298	306789	243452	-	1140.7	540	https://v10-1.orthodb.org/?query=13277at8782	Leucine-rich repeat
13284at8782	Complete	scaffold78	1879073	1958645	+	1164.6	531	https://v10-1.orthodb.org/?query=13284at8782	Anoctamin
13291at8782	Complete	scaffold574	320414	282708	-	965.4	417	https://v10-1.orthodb.org/?query=13291at8782	Perilipin
13298at8782	Complete	scaffold299	655295	653309	-	1194.2	532	https://v10-1.orthodb.org/?query=13298at8782	Leucine-rich repeat
13305at8782	Complete	scaffold46	1290618	1308767	+	1166.1	542	https://v10-1.orthodb.org/?query=13305at8782	Pseudouridine synthase, TruD
13306at8782	Complete	scaffold422	41263	62164	+	1201.1	563	https://v10-1.orthodb.org/?query=13306at8782	Myb-related protein B
13316at8782	Complete	scaffold570	17905	1121	-	886.2	543	https://v10-1.orthodb.org/?query=13316at8782	ATR-interacting protein
13317at8782	Complete	scaffold88	2522717	2505756	-	1327.0	605	https://v10-1.orthodb.org/?query=13317at8782	Zinc finger, RanBP2-type
13320at8782	Complete	scaffold139	1029417	1019119	-	1272.7	590	https://v10-1.orthodb.org/?query=13320at8782	Protein kinase domain
13332at8782	Complete	scaffold97	2213426	2210194	-	901.1	434	https://v10-1.orthodb.org/?query=13332at8782	exocyst complex component 8
13342at8782	Missing
13349at8782	Complete	scaffold209	1275919	1318885	+	1177.3	534	https://v10-1.orthodb.org/?query=13349at8782	THO complex subunit 1
13352at8782	Complete	scaffold612	358715	356609	-	1222.5	592	https://v10-1.orthodb.org/?query=13352at8782	RNA-binding protein 12B
13356at8782	Complete	scaffold261	363186	367022	+	918.4	574	https://v10-1.orthodb.org/?query=13356at8782	F-box only protein 43
